ticker,company_name,sector,industry,entry_date,entry_signal,entry_price,exit_date,exit_reason,exit_price,holding_days,return_pct,pnl_dollar,confidence_score,trigger_reason,trigger_accession,trigger_url,local_source_file
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,2023-07-17,CLUSTER_BUY,471.64,2023-10-10,HOLDING_PERIOD_EXIT,457.25,60,-3.05,-305.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $1,750,415.00 within 14 days",0000936468-23-000003,https://www.sec.gov/edgar/browse/?CIK=0000936468,data/industries/industrials/aerospace_defense/LMT_insider_trades.csv
TSLA,Tesla Inc.,Consumer Discretionary,Automotive,2024-02-29,CLUSTER_BUY,246.56,2024-05-24,HOLDING_PERIOD_EXIT,248.76,60,0.89,89.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $3,470,938.00 within 14 days",0001318605-24-000003,https://www.sec.gov/edgar/browse/?CIK=0001318605,data/industries/consumer_discretionary/automotive/TSLA_insider_trades.csv
TSLA,Tesla Inc.,Consumer Discretionary,Automotive,2024-03-11,CLUSTER_BUY,248.45,2024-06-05,HOLDING_PERIOD_EXIT,251.27,60,1.14,114.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $3,470,938.00 within 14 days",0001318605-24-000003,https://www.sec.gov/edgar/browse/?CIK=0001318605,data/industries/consumer_discretionary/automotive/TSLA_insider_trades.csv
AAPL,Apple Inc.,Information Technology,Consumer Electronics,2024-06-17,CLUSTER_BUY,211.27,2024-09-12,HOLDING_PERIOD_EXIT,212.72,60,0.69,69.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $1,629,545.00 within 14 days",0000320193-24-000011,https://www.sec.gov/edgar/browse/?CIK=0000320193,data/industries/information_technology/consumer_electronics/AAPL_insider_trades.csv
AAPL,Apple Inc.,Information Technology,Consumer Electronics,2024-06-17,CLUSTER_BUY,211.27,2024-09-12,HOLDING_PERIOD_EXIT,212.72,60,0.69,69.0,95,"Cluster Buy Trigger: 4 independent insiders purchased $2,089,038.00 within 14 days",0000320193-24-000011,https://www.sec.gov/edgar/browse/?CIK=0000320193,data/industries/information_technology/consumer_electronics/AAPL_insider_trades.csv
JPM,JPMorgan Chase & Co.,Financials,Banks - Diversified,2024-06-20,CLUSTER_BUY,189.07,2024-09-16,HOLDING_PERIOD_EXIT,202.21,60,6.95,695.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $2,292,025.00 within 14 days",0000019617-24-99999CFO,https://www.sec.gov/edgar/browse/?CIK=0000019617,data/industries/financials/banks_diversified/JPM_insider_trades.csv
AAPL,Apple Inc.,Information Technology,Consumer Electronics,2024-06-21,CLUSTER_BUY,205.05,2024-09-17,HOLDING_PERIOD_EXIT,214.6,60,4.66,466.0,95,"Cluster Buy Trigger: 4 independent insiders purchased $2,089,038.00 within 14 days",0000320193-24-000011,https://www.sec.gov/edgar/browse/?CIK=0000320193,data/industries/information_technology/consumer_electronics/AAPL_insider_trades.csv
JPM,JPMorgan Chase & Co.,Financials,Banks - Diversified,2024-06-21,CLUSTER_BUY,189.33,2024-09-17,HOLDING_PERIOD_EXIT,198.89,60,5.05,505.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $2,292,025.00 within 14 days",0000019617-24-99999CFO,https://www.sec.gov/edgar/browse/?CIK=0000019617,data/industries/financials/banks_diversified/JPM_insider_trades.csv
MSFT,Microsoft Corporation,Information Technology,Software - Infrastructure,2025-06-30,CLUSTER_BUY,443.65,2025-09-24,HOLDING_PERIOD_EXIT,461.22,60,3.96,396.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $1,383,790.00 within 14 days",0000789019-25-99999CFO,https://www.sec.gov/edgar/browse/?CIK=0000789019,data/industries/information_technology/software_infrastructure/MSFT_insider_trades.csv
AAPL,Apple Inc.,Information Technology,Consumer Electronics,2025-08-25,CLUSTER_BUY,267.86,2025-11-18,HOLDING_PERIOD_EXIT,287.47,60,7.32,732.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $3,089,396.00 within 14 days",0000320193-25-000005,https://www.sec.gov/edgar/browse/?CIK=0000320193,data/industries/information_technology/consumer_electronics/AAPL_insider_trades.csv
AAPL,Apple Inc.,Information Technology,Consumer Electronics,2026-07-21,CLUSTER_BUY,305.76,2026-10-14,HOLDING_PERIOD_EXIT,307.68,60,0.63,63.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $1,725,632.00 within 14 days",0000320193-26-99999CEO,https://www.sec.gov/edgar/browse/?CIK=0000320193,data/industries/information_technology/consumer_electronics/AAPL_insider_trades.csv
AMD,Advanced Micro Devices Inc.,Information Technology,Semiconductors,2026-07-22,CLUSTER_BUY,461.25,2026-10-15,HOLDING_PERIOD_EXIT,476.67,60,3.34,334.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $3,033,917.00 within 14 days",0000002488-26-99999CFO,https://www.sec.gov/edgar/browse/?CIK=0000002488,data/industries/information_technology/semiconductors/AMD_insider_trades.csv
AMD,Advanced Micro Devices Inc.,Information Technology,Semiconductors,2026-08-03,CLUSTER_BUY,453.4,2026-10-27,HOLDING_PERIOD_EXIT,475.01,60,4.77,477.0,95,"Cluster Buy Trigger: 4 independent insiders purchased $3,069,141.00 within 14 days",0000002488-26-99999CFO,https://www.sec.gov/edgar/browse/?CIK=0000002488,data/industries/information_technology/semiconductors/AMD_insider_trades.csv
JPM,JPMorgan Chase & Co.,Financials,Banks - Diversified,2026-08-03,CLUSTER_BUY,217.95,2026-10-27,HOLDING_PERIOD_EXIT,228.77,60,4.96,496.0,85,"Cluster Buy Trigger: 3 independent insiders purchased $2,605,880.00 within 14 days",0000019617-26-99999CFO,https://www.sec.gov/edgar/browse/?CIK=0000019617,data/industries/financials/banks_diversified/JPM_insider_trades.csv
